event_id,event_type,gid,date,n_counterparties,sum_kzt,counterparties,description
T00177,fast_transit,100000005704413100,2026-07-12,0,27067.67000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00178,sync_out,100000005704413100,2026-07-12,5,170960.00000000,100000002506987100;100000002838861100;100000003083865100;100000003096787100;100000008251939100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00179,fast_transit,100000005910114100,2026-07-12,0,92977.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00180,sync_in,100000006866783100,2026-07-12,4,102500.00000000,100000000089154100;100000001660397100;100000003796063100;100000008304139100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00181,sync_out,100000006866783100,2026-07-12,6,160427.00000000,100000001363952100;100000001660397100;100000003235780100;100000004299488100;100000007639767100;100000008686313100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00182,sync_in,100000007055802100,2026-07-12,3,410000.00000000,100000000331309100;100000000437046100;100000004299488100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00183,fast_transit,100000007594394100,2026-07-12,0,5385.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00184,fast_transit,100000008165763100,2026-07-12,0,54050.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00185,sync_in,100000008165763100,2026-07-12,4,97930.00000000,100000000089154100;100000003582677100;100000003796063100;100000005910114100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00186,fast_transit,100000008343874100,2026-07-12,0,43400.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00187,fast_transit,100000008603629100,2026-07-12,0,83690.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00188,sync_out,100000008680731100,2026-07-12,5,408080.00000000,100000002692044100;100000003239379100;100000004662806100;100000006008169100;100000008304115100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00189,fast_transit,100000000254336100,2026-07-13,0,60000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00190,fast_transit,100000000437046100,2026-07-13,0,41500.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00191,sync_out,100000000437046100,2026-07-13,10,1136779.00000000,100000000254336100;100000001726614100;100000001745217100;100000001837130100;100000002373144100;100000002663511100;100000005124479100;100000005830339100;100000007055802100;100000008560717100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00192,fast_transit,100000001530983100,2026-07-13,0,33290.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00193,fast_transit,100000001677929100,2026-07-13,0,76777.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00194,fast_transit,100000002371751100,2026-07-13,0,170000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00195,fast_transit,100000002578405100,2026-07-13,0,198256.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00196,sync_out,100000002578405100,2026-07-13,9,208200.00000000,100000002103448100;100000002305007100;100000005674387100;100000008706846100;100000008706947100;100000008707810100;100000008708061100;100000008708595100;100000008708743100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00197,sync_out,100000003016635100,2026-07-13,8,750815.00000000,100000000706545100;100000001987030100;100000004360785100;100000004394765100;100000004559194100;100000004588479100;100000006518161100;100000008188026100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00198,sync_in,100000003404627100,2026-07-13,3,739700.00000000,100000001732159100;100000002681449100;100000008223661100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00199,sync_in,100000003684369100,2026-07-13,4,113674.00000000,100000003796063100;100000004450649100;100000005910114100;100000007864477100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00200,fast_transit,100000005704413100,2026-07-13,0,29767.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00201,fast_transit,100000005910114100,2026-07-13,0,191.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00202,fast_transit,100000006518161100,2026-07-13,0,15000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00203,sync_in,100000007055802100,2026-07-13,3,400000.00000000,100000000437046100;100000004299488100;100000006866783100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00204,fast_transit,100000007170072100,2026-07-13,0,99500.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00205,fast_transit,100000008346837100,2026-07-13,0,88250.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00206,fast_transit,100000008477350100,2026-07-13,0,16000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00207,sync_out,100000008680731100,2026-07-13,5,240217.00000000,100000002679516100;100000002762076100;100000002864680100;100000002881669100;100000003970394100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00208,fast_transit,100000000331309100,2026-07-14,0,576000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00209,sync_in,100000000331309100,2026-07-14,3,576000.00000000,100000001279272100;100000003796063100;100000003880331100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00210,fast_transit,100000001279272100,2026-07-14,0,130000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00211,fast_transit,100000001937767100,2026-07-14,0,53000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00212,fast_transit,100000002032323100,2026-07-14,0,300000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00213,sync_out,100000002578405100,2026-07-14,6,248000.00000000,100000005995391100;100000008712036100;100000008712184100;100000008712827100;100000008712991100;100000008713685100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00214,fast_transit,100000002723538100,2026-07-14,0,15000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00215,sync_in,100000002894076100,2026-07-14,3,694782.00000000,100000000343175100;100000007747786100;100000008466579100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00216,sync_out,100000003016635100,2026-07-14,8,372241.00000000,100000001684867100;100000002580377100;100000004186824100;100000004330371100;100000004408683100;100000004559194100;100000005287097100;100000006518161100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00217,fast_transit,100000003923946100,2026-07-14,0,54000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00218,fast_transit,100000004400305100,2026-07-14,0,19800.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00219,fast_transit,100000004662806100,2026-07-14,0,49900.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00220,fast_transit,100000004722765100,2026-07-14,0,165000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00221,fast_transit,100000005287097100,2026-07-14,0,21800.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00222,sync_out,100000005704413100,2026-07-14,6,246745.00000000,100000001276409100;100000001484381100;100000002748040100;100000002870463100;100000004890713100;100000008379273100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00223,fast_transit,100000006518161100,2026-07-14,0,100000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00224,fast_transit,100000006534886100,2026-07-14,0,12800.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00225,sync_in,100000006866783100,2026-07-14,5,117496.00000000,100000003796063100;100000005910114100;100000008304139100;100000008632060100;100000008686313100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00226,sync_out,100000006866783100,2026-07-14,5,145439.00000000,100000000961900100;100000003873332100;100000004679953100;100000008071620100;100000008221543100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00227,fast_transit,100000007594394100,2026-07-14,0,40000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00228,fast_transit,100000007629096100,2026-07-14,0,166385.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00229,fast_transit,100000008165763100,2026-07-14,0,40000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00230,fast_transit,100000008477350100,2026-07-14,0,145000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00231,sync_out,100000008680731100,2026-07-14,9,385301.00000000,100000001074553100;100000002748180100;100000002757797100;100000002973903100;100000003123296100;100000003239859100;100000004286573100;100000008002020100;100000008229700100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00232,fast_transit,100000001530983100,2026-07-15,0,40000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00233,sync_out,100000002527114100,2026-07-15,10,193365.00000000,100000002243354100;100000002830055100;100000004213658100;100000004497606100;100000008716222100;100000008716439100;100000008716773100;100000008717340100;100000008717341100;100000008718089100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00234,sync_out,100000002578405100,2026-07-15,6,174350.00000000,100000004140994100;100000008687617100;100000008715887100;100000008716072100;100000008717802100;100000008718811100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00235,fast_transit,100000003242289100,2026-07-15,0,116868.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00236,fast_transit,100000003457710100,2026-07-15,0,326555.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00237,fast_transit,100000003635170100,2026-07-15,0,15000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00238,fast_transit,100000004722765100,2026-07-15,0,10000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00239,fast_transit,100000005242320100,2026-07-15,0,180000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00240,fast_transit,100000005782781100,2026-07-15,0,16000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00241,sync_out,100000005782781100,2026-07-15,5,852972.00000000,100000002681544100;100000003920950100;100000004847758100;100000005778283100;100000007594394100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00242,fast_transit,100000006518161100,2026-07-15,0,10000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00243,sync_out,100000006866783100,2026-07-15,5,311059.00000000,100000000945428100;100000001530983100;100000004759121100;100000006687202100;100000008686313100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00244,fast_transit,100000007442518100,2026-07-15,0,6000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00245,fast_transit,100000007594394100,2026-07-15,0,180000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00246,fast_transit,100000008165763100,2026-07-15,0,73385.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00247,fast_transit,100000008512552100,2026-07-15,0,115600.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00248,fast_transit,100000008603629100,2026-07-15,0,115107.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00249,sync_out,100000008680731100,2026-07-15,5,303346.00000000,100000000922570100;100000001253557100;100000002603478100;100000002671806100;100000004692798100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00250,sync_out,100000000331309100,2026-07-16,12,1781285.00000000,100000000413678100;100000001530983100;100000001835625100;100000002556775100;100000002567887100;100000002755292100;100000002983879100;100000003242795100;100000004657034100;100000006530134100;100000006734214100;100000008722417100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00251,fast_transit,100000000437046100,2026-07-16,0,22194.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00252,sync_in,100000000437046100,2026-07-16,3,282000.00000000,100000000089154100;100000004390333100;100000008293431100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00253,fast_transit,100000002217161100,2026-07-16,0,76000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00254,sync_in,100000002547110100,2026-07-16,5,1026000.00000000,100000008465789100;100000008466579100;100000008489922100;100000008547844100;100000008547948100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00255,sync_out,100000003016635100,2026-07-16,9,836775.00000000,100000000667713100;100000000706545100;100000003900547100;100000004186824100;100000004394765100;100000005339662100;100000006177176100;100000006952718100;100000008723830100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00256,fast_transit,100000003242289100,2026-07-16,0,24000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00257,fast_transit,100000003589877100,2026-07-16,0,26000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00258,fast_transit,100000003635170100,2026-07-16,0,20500.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00259,sync_in,100000003684369100,2026-07-16,3,196730.00000000,100000000089154100;100000003880331100;100000005910114100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00260,sync_out,100000003880331100,2026-07-16,6,1150527.00000000,100000000413678100;100000002596039100;100000003447411100;100000003448713100;100000003684369100;100000003819173100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00261,fast_transit,100000003923946100,2026-07-16,0,66000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00262,sync_in,100000004336312100,2026-07-16,3,50500.00000000,100000003934614100;100000004017410100;100000004076740100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00263,sync_out,100000004400305100,2026-07-16,6,236945.00000000,100000001530709100;100000004759121100;100000005357034100;100000008432942100;100000008560717100;100000008652094100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00264,fast_transit,100000004820260100,2026-07-16,0,5000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00265,fast_transit,100000005339662100,2026-07-16,0,31925.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00266,fast_transit,100000005933757100,2026-07-16,0,155605.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00267,sync_out,100000006866783100,2026-07-16,6,250717.00000000,100000000089154100;100000000555721100;100000005584222100;100000007055802100;100000008443341100;100000008560717100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00268,fast_transit,100000008324800100,2026-07-16,0,70000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00269,fast_transit,100000008461532100,2026-07-16,0,5300.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00270,sync_out,100000008461532100,2026-07-16,6,1398460.00000000,100000000408846100;100000001819396100;100000002691583100;100000003069463100;100000003122817100;100000006704530100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00271,fast_transit,100000008477350100,2026-07-16,0,49000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00272,fast_transit,100000008489922100,2026-07-16,0,48000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00273,sync_out,100000008489922100,2026-07-16,7,425700.00000000,100000002547110100;100000002835874100;100000003111305100;100000008517538100;100000008547948100;100000008710791100;100000008710843100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00274,fast_transit,100000008512552100,2026-07-16,0,161500.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00275,fast_transit,100000008517538100,2026-07-16,0,14000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00276,fast_transit,100000008547844100,2026-07-16,0,8600.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00277,fast_transit,100000008547948100,2026-07-16,0,121000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00278,sync_in,100000008547948100,2026-07-16,4,121000.00000000,100000008465789100;100000008466579100;100000008489922100;100000008547844100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00279,fast_transit,100000008722417100,2026-07-16,0,260000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00280,fast_transit,100000003016438100,2026-07-17,0,200000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00281,sync_out,100000003016635100,2026-07-17,5,358430.00000000,100000001164648100;100000003057225100;100000004664905100;100000005287097100;100000006518161100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00282,sync_in,100000003684369100,2026-07-17,6,266219.00000000,100000003213473100;100000003528285100;100000004390333100;100000004847758100;100000005910114100;100000008223661100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00283,sync_out,100000003684369100,2026-07-17,5,321493.00000000,100000000941942100;100000001746925100;100000002847207100;100000005133757100;100000008438656100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00284,fast_transit,100000003923946100,2026-07-17,0,82000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00285,fast_transit,100000004847758100,2026-07-17,0,15000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00286,sync_out,100000005498992100,2026-07-17,5,295226.00000000,100000001074553100;100000002615479100;100000002750332100;100000004403675100;100000006443391100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00287,fast_transit,100000005933757100,2026-07-17,0,22740.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00288,fast_transit,100000006518161100,2026-07-17,0,36500.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00289,fast_transit,100000007594394100,2026-07-17,0,130000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00290,fast_transit,100000008346837100,2026-07-17,0,7000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00291,fast_transit,100000008517538100,2026-07-17,0,55500.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00292,fast_transit,100000008603629100,2026-07-17,0,69358.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00293,fast_transit,100000008723830100,2026-07-17,0,454000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00294,fast_transit,100000000437046100,2026-07-18,0,347306.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00295,fast_transit,100000002217161100,2026-07-18,0,20000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00296,sync_out,100000002527114100,2026-07-18,5,92611.00000000,100000001103905100;100000001389255100;100000006326645100;100000008729801100;100000008732098100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00297,sync_out,100000003016635100,2026-07-18,7,741930.00000000,100000000667713100;100000000706545100;100000001567366100;100000001851289100;100000006518161100;100000007544358100;100000008486520100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00298,fast_transit,100000003242289100,2026-07-18,0,6046.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00299,fast_transit,100000003366154100,2026-07-18,0,125000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00300,fast_transit,100000003635170100,2026-07-18,0,18000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00301,fast_transit,100000004221668100,2026-07-18,0,15000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00302,fast_transit,100000004847758100,2026-07-18,0,20000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00303,fast_transit,100000005287097100,2026-07-18,0,9500.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00304,fast_transit,100000005933757100,2026-07-18,0,551655.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00305,sync_out,100000005933757100,2026-07-18,8,992230.00000000,100000001073568100;100000001541418100;100000002546921100;100000002838519100;100000002963189100;100000004500444100;100000008104567100;100000008682426100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00306,fast_transit,100000006518161100,2026-07-18,0,10000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00307,sync_in,100000007055802100,2026-07-18,4,138999.00000000,100000000437046100;100000004299488100;100000004400305100;100000006866783100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00308,fast_transit,100000008172352100,2026-07-18,0,24000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00309,sync_out,100000008466579100,2026-07-18,5,520000.00000000,100000001253557100;100000002677201100;100000002718366100;100000005473151100;100000008692291100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00310,fast_transit,100000008547948100,2026-07-18,0,85197.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00311,fast_transit,100000008603629100,2026-07-18,0,103497.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00312,sync_in,100000008603629100,2026-07-18,3,103497.00000000,100000001138283100;100000005910114100;100000007639767100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00313,sync_out,100000008603629100,2026-07-18,7,456151.00000000,100000001138283100;100000002704875100;100000003271151100;100000004488265100;100000005830339100;100000008686313100;100000008729597100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00314,sync_out,100000000331309100,2026-07-19,5,811836.00000000,100000002704875100;100000002990675100;100000003115284100;100000004004621100;100000008579978100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00315,sync_out,100000000343175100,2026-07-19,6,786460.00000000,100000001924185100;100000002941114100;100000002957306100;100000003115284100;100000004105288100;100000004388353100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00316,fast_transit,100000000437046100,2026-07-19,0,75500.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00317,sync_out,100000003016635100,2026-07-19,5,658584.00000000,100000000440392100;100000002173161100;100000002609774100;100000006658598100;100000008169544100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00318,burst,100000003115284100,2026-07-19,9,2385000.00000000,,Всплеск относительно среднего по активным дням.
T00319,sync_in,100000003115284100,2026-07-19,7,1885000.00000000,100000000331309100;100000000343175100;100000000437046100;100000001857829100;100000003684369100;100000008165763100;100000008730846100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00320,fast_transit,100000003242289100,2026-07-19,0,136921.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00321,fast_transit,100000003635170100,2026-07-19,0,5000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00322,sync_in,100000003684369100,2026-07-19,4,115000.00000000,100000002723538100;100000004358004100;100000004847758100;100000008304139100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00323,sync_out,100000003684369100,2026-07-19,6,579843.00000000,100000001362940100;100000003115284100;100000004004621100;100000008555918100;100000008556318100;100000008671929100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00324,fast_transit,100000003718221100,2026-07-19,0,50000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00325,fast_transit,100000003854444100,2026-07-19,0,70000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00326,fast_transit,100000004847758100,2026-07-19,0,5612.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00327,fast_transit,100000006518161100,2026-07-19,0,23000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00328,fast_transit,100000008346837100,2026-07-19,0,5000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00329,fast_transit,100000008512552100,2026-07-19,0,47500.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00330,fast_transit,100000008603629100,2026-07-19,0,75341.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00331,fast_transit,100000008730846100,2026-07-19,0,56000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00332,sync_in,100000008730846100,2026-07-19,3,56000.00000000,100000004140487100;100000007593823100;100000008632060100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00333,sync_out,100000000331309100,2026-07-20,7,1680532.00000000,100000001046626100;100000001689968100;100000008192264100;100000008238112100;100000008295429100;100000008472324100;100000008490127100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00334,sync_out,100000000343175100,2026-07-20,7,863520.00000000,100000001463701100;100000002605548100;100000003014659100;100000003635170100;100000003809101100;100000007129492100;100000008728457100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00335,fast_transit,100000000437046100,2026-07-20,0,29200.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00336,fast_transit,100000000661912100,2026-07-20,0,71224.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00337,sync_out,100000001697501100,2026-07-20,5,130980.00000000,100000001166289100;100000002863356100;100000007982908100;100000008734364100;100000008736394100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00338,fast_transit,100000001857829100,2026-07-20,0,52000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00339,fast_transit,100000002152857100,2026-07-20,0,105000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00340,sync_out,100000002527114100,2026-07-20,9,307580.00000000,100000000968253100;100000001953577100;100000005961971100;100000006656003100;100000008720798100;100000008736173100;100000008736760100;100000008737422100;100000008737958100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00341,sync_out,100000003016635100,2026-07-20,5,660261.00000000,100000000667713100;100000001567366100;100000002580377100;100000004186824100;100000008724279100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00342,fast_transit,100000003204491100,2026-07-20,0,100000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00343,sync_out,100000003684369100,2026-07-20,6,429038.00000000,100000002666248100;100000004509286100;100000005093521100;100000005124479100;100000006889963100;100000008566737100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00344,fast_transit,100000004221668100,2026-07-20,0,5000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00345,fast_transit,100000004400305100,2026-07-20,0,20000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00346,sync_out,100000004400305100,2026-07-20,5,693953.00000000,100000001126374100;100000002521039100;100000002597623100;100000003218308100;100000007442518100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00347,sync_in,100000004652395100,2026-07-20,3,101528.00000000,100000004140487100;100000005910114100;100000007593823100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00348,fast_transit,100000004820260100,2026-07-20,0,15000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00349,fast_transit,100000005242320100,2026-07-20,0,185700.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00350,sync_out,100000006707582100,2026-07-20,5,404838.00000000,100000001273783100;100000001954903100;100000004732589100;100000005328215100;100000007998965100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00351,fast_transit,100000008172352100,2026-07-20,0,54500.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00352,fast_transit,100000008192264100,2026-07-20,0,162810.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00353,fast_transit,100000008346837100,2026-07-20,0,64300.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
T00354,sync_in,100000008346837100,2026-07-20,4,64300.00000000,100000004569484100;100000007593823100;100000008003034100;100000008379273100,Синхронные переводы в один день; порядок внутри дня неизвестен.
T00355,fast_transit,100000008489922100,2026-07-20,0,110000.00000000,,"FIFO-сопоставление сумм, не доказательство движения одних и тех же денег."
