cycle_id,length,cycle_type,path,min_edge_kzt,total_kzt,has_seed,time_consistent
C00522,6,cycle,100000000331309100→100000008686313100→100000000437046100→100000007639767100→100000006866783100→100000004403675100→100000000331309100,10000.00000000,546732.00000000,True,False
C00523,6,cycle,100000000331309100→100000008686313100→100000000437046100→100000008603629100→100000001857829100→100000003880331100→100000000331309100,5000.00000000,1235242.00000000,False,False
C00524,6,cycle,100000000331309100→100000008686313100→100000006866783100→100000002306369100→100000008111003100→100000003796063100→100000000331309100,35000.00000000,813508.00000000,True,False
C00525,6,cycle,100000000331309100→100000008686313100→100000006866783100→100000004351795100→100000000437046100→100000001279272100→100000000331309100,48100.00000000,1409546.00000000,True,False
C00526,6,cycle,100000000331309100→100000008686313100→100000006866783100→100000004390333100→100000000437046100→100000001279272100→100000000331309100,45751.00000000,946893.00000000,True,False
C00527,6,cycle,100000000331309100→100000008686313100→100000006866783100→100000007639767100→100000000437046100→100000001279272100→100000000331309100,23018.00000000,874160.00000000,True,False
C00528,6,cycle,100000000331309100→100000008686313100→100000006866783100→100000008304139100→100000000437046100→100000001279272100→100000000331309100,23567.00000000,854709.00000000,True,False
C00529,6,cycle,100000000331309100→100000008686313100→100000006866783100→100000008304139100→100000001857829100→100000003880331100→100000000331309100,23567.00000000,916709.00000000,True,False
C00530,6,cycle,100000000331309100→100000008686313100→100000008477350100→100000005910114100→100000001857829100→100000003880331100→100000000331309100,25800.00000000,1008844.00000000,False,False
C00531,6,cycle,100000000331309100→100000008686313100→100000008477350100→100000005910114100→100000006866783100→100000004403675100→100000000331309100,25800.00000000,888143.00000000,True,False
C00532,6,cycle,100000000331309100→100000008686313100→100000008477350100→100000005910114100→100000008111003100→100000003796063100→100000000331309100,25800.00000000,864025.00000000,False,False
C00533,6,cycle,100000000331309100→100000008686313100→100000008477350100→100000007593823100→100000008111003100→100000003796063100→100000000331309100,10000.00000000,694042.00000000,False,False
C00534,6,cycle,100000000331309100→100000008686313100→100000008477350100→100000007639767100→100000000437046100→100000001279272100→100000000331309100,16305.00000000,845147.00000000,False,False
C00535,6,cycle,100000000331309100→100000008686313100→100000008477350100→100000007639767100→100000006866783100→100000004403675100→100000000331309100,10000.00000000,531769.00000000,True,False
C00536,6,cycle,100000000331309100→100000008686313100→100000008477350100→100000008086440100→100000000437046100→100000001279272100→100000000331309100,25800.00000000,1020075.00000000,False,False
C00537,6,cycle,100000000331309100→100000008686313100→100000008603629100→100000001609499100→100000006866783100→100000004403675100→100000000331309100,11000.00000000,601820.00000000,True,False
C00538,6,cycle,100000000331309100→100000008686313100→100000008603629100→100000001660397100→100000006866783100→100000004403675100→100000000331309100,24000.00000000,588464.00000000,True,False
C00539,6,cycle,100000000331309100→100000008686313100→100000008603629100→100000003178549100→100000001857829100→100000003880331100→100000000331309100,40000.00000000,947542.00000000,False,False
C00540,6,cycle,100000000331309100→100000008686313100→100000008603629100→100000003582677100→100000008111003100→100000003796063100→100000000331309100,10000.00000000,728394.00000000,False,False
C00541,6,cycle,100000000331309100→100000008686313100→100000008603629100→100000004351795100→100000000437046100→100000001279272100→100000000331309100,22418.00000000,1372960.00000000,False,True
C00542,6,cycle,100000000331309100→100000008686313100→100000008603629100→100000007639767100→100000000437046100→100000001279272100→100000000331309100,23722.00000000,882264.00000000,False,False
C00543,6,cycle,100000000331309100→100000008686313100→100000008603629100→100000007639767100→100000006866783100→100000004403675100→100000000331309100,10000.00000000,568886.00000000,True,False
C00544,6,cycle,100000000437046100→100000004070318100→100000002957787100→100000002645993100→100000008413748100→100000008304139100→100000000437046100,7600.00000000,181171.75000000,False,False
C00545,6,cycle,100000000437046100→100000004070318100→100000002957787100→100000008632060100→100000004400305100→100000004390333100→100000000437046100,6000.00000000,262407.00000000,False,False
C00546,6,cycle,100000000437046100→100000004070318100→100000002957787100→100000008632060100→100000004400305100→100000008304139100→100000000437046100,6000.00000000,219701.00000000,False,False
C00547,6,cycle,100000000437046100→100000004070318100→100000002957787100→100000008632060100→100000004400305100→100000008686313100→100000000437046100,6000.00000000,255217.00000000,False,False
C00548,6,cycle,100000000437046100→100000004070318100→100000002957787100→100000008632060100→100000006866783100→100000004351795100→100000000437046100,6000.00000000,732004.00000000,True,False
C00549,6,cycle,100000000437046100→100000004070318100→100000002957787100→100000008632060100→100000006866783100→100000004390333100→100000000437046100,6000.00000000,269351.00000000,True,False
C00550,6,cycle,100000000437046100→100000004070318100→100000002957787100→100000008632060100→100000006866783100→100000007639767100→100000000437046100,6000.00000000,196618.00000000,True,False
C00551,6,cycle,100000000437046100→100000004070318100→100000002957787100→100000008632060100→100000006866783100→100000008304139100→100000000437046100,6000.00000000,177167.00000000,True,False
C00552,6,cycle,100000000437046100→100000004070318100→100000002957787100→100000008632060100→100000006866783100→100000008686313100→100000000437046100,6000.00000000,377981.00000000,True,False
C00553,6,cycle,100000000437046100→100000004070318100→100000002957787100→100000008632060100→100000008603629100→100000004351795100→100000000437046100,6000.00000000,718018.00000000,False,False
C00554,6,cycle,100000000437046100→100000004070318100→100000002957787100→100000008632060100→100000008603629100→100000007639767100→100000000437046100,6000.00000000,227322.00000000,False,False
C00555,6,cycle,100000000437046100→100000004070318100→100000002957787100→100000008632060100→100000008603629100→100000008686313100→100000000437046100,6000.00000000,258493.00000000,False,False
C00556,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000001609499100→100000006866783100→100000004351795100→100000000437046100,11000.00000000,842724.00000000,True,False
C00557,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000001609499100→100000006866783100→100000004390333100→100000000437046100,11000.00000000,380071.00000000,True,False
C00558,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000001609499100→100000006866783100→100000007639767100→100000000437046100,11000.00000000,307338.00000000,True,False
C00559,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000001609499100→100000006866783100→100000008304139100→100000000437046100,11000.00000000,287887.00000000,True,False
C00560,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000001609499100→100000006866783100→100000008686313100→100000000437046100,11000.00000000,488701.00000000,True,False
C00561,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000002645993100→100000008413748100→100000008304139100→100000000437046100,13480.00000000,215021.75000000,False,False
C00562,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000002723538100→100000003242289100→100000008304139100→100000000437046100,15000.00000000,281370.00000000,False,True
C00563,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000002723538100→100000008603629100→100000004351795100→100000000437046100,15000.00000000,774218.00000000,False,True
C00564,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000002723538100→100000008603629100→100000007639767100→100000000437046100,15000.00000000,283522.00000000,False,False
C00565,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000002723538100→100000008603629100→100000008686313100→100000000437046100,15000.00000000,314693.00000000,False,False
C00566,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000003213473100→100000006866783100→100000004351795100→100000000437046100,10000.00000000,785704.00000000,True,False
C00567,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000003213473100→100000006866783100→100000004390333100→100000000437046100,10000.00000000,323051.00000000,True,False
C00568,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000003213473100→100000006866783100→100000007639767100→100000000437046100,10000.00000000,250318.00000000,True,False
C00569,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000003213473100→100000006866783100→100000008304139100→100000000437046100,10000.00000000,230867.00000000,True,False
C00570,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000003213473100→100000006866783100→100000008686313100→100000000437046100,10000.00000000,431681.00000000,True,False
C00571,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000004390333100→100000006866783100→100000004351795100→100000000437046100,18807.00000000,797011.00000000,True,False
C00572,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000004390333100→100000006866783100→100000007639767100→100000000437046100,18807.00000000,261625.00000000,True,False
C00573,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000004390333100→100000006866783100→100000008304139100→100000000437046100,18807.00000000,242174.00000000,True,False
C00574,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000004390333100→100000006866783100→100000008686313100→100000000437046100,18807.00000000,442988.00000000,True,False
C00575,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000004390333100→100000008477350100→100000007639767100→100000000437046100,16305.00000000,234912.00000000,False,False
C00576,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000004390333100→100000008477350100→100000008086440100→100000000437046100,18807.00000000,409840.00000000,False,False
C00577,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000004390333100→100000008603629100→100000004351795100→100000000437046100,18807.00000000,753025.00000000,False,False
C00578,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000004390333100→100000008603629100→100000007639767100→100000000437046100,18807.00000000,262329.00000000,False,False
C00579,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000004390333100→100000008603629100→100000008686313100→100000000437046100,18807.00000000,293500.00000000,False,False
C00580,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000004847758100→100000008603629100→100000004351795100→100000000437046100,19800.00000000,763285.00000000,False,False
C00581,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000004847758100→100000008603629100→100000007639767100→100000000437046100,19800.00000000,272589.00000000,False,False
C00582,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000004847758100→100000008603629100→100000008686313100→100000000437046100,19800.00000000,303760.00000000,False,False
C00583,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000005048668100→100000008346837100→100000004351795100→100000000437046100,7000.00000000,698479.00000000,False,False
C00584,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000005048668100→100000008603629100→100000004351795100→100000000437046100,10168.00000000,749386.00000000,False,True
C00585,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000005048668100→100000008603629100→100000007639767100→100000000437046100,10168.00000000,258690.00000000,False,False
C00586,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000005048668100→100000008603629100→100000008686313100→100000000437046100,10168.00000000,289861.00000000,False,False
C00587,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000005052998100→100000008477350100→100000007639767100→100000000437046100,9500.00000000,214005.00000000,False,False
C00588,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000005052998100→100000008477350100→100000008086440100→100000000437046100,9500.00000000,388933.00000000,False,False
C00589,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000005910114100→100000002957787100→100000008632060100→100000000437046100,6000.00000000,322324.00000000,False,False
C00590,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000005910114100→100000006866783100→100000004351795100→100000000437046100,19800.00000000,1053084.00000000,True,False
C00591,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000005910114100→100000006866783100→100000004390333100→100000000437046100,19800.00000000,590431.00000000,True,False
C00592,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000005910114100→100000006866783100→100000007639767100→100000000437046100,19800.00000000,517698.00000000,True,False
C00593,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000005910114100→100000006866783100→100000008304139100→100000000437046100,19800.00000000,498247.00000000,True,False
C00594,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000005910114100→100000006866783100→100000008686313100→100000000437046100,19800.00000000,699061.00000000,True,False
C00595,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000005910114100→100000008603629100→100000004351795100→100000000437046100,19800.00000000,1000010.00000000,False,False
C00596,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000005910114100→100000008603629100→100000007639767100→100000000437046100,19800.00000000,509314.00000000,False,False
C00597,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000005910114100→100000008603629100→100000008686313100→100000000437046100,19800.00000000,540485.00000000,False,False
C00598,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000007593823100→100000008346837100→100000004351795100→100000000437046100,5800.00000000,697111.00000000,False,False
C00599,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000008304139100→100000006866783100→100000004351795100→100000000437046100,19800.00000000,908305.00000000,True,False
C00600,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000008304139100→100000006866783100→100000004390333100→100000000437046100,19800.00000000,445652.00000000,True,False
C00601,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000008304139100→100000006866783100→100000007639767100→100000000437046100,19800.00000000,372919.00000000,True,False
C00602,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000008304139100→100000006866783100→100000008686313100→100000000437046100,19800.00000000,554282.00000000,True,False
C00603,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000008304139100→100000008477350100→100000007639767100→100000000437046100,16305.00000000,282206.00000000,False,False
C00604,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000008304139100→100000008477350100→100000008086440100→100000000437046100,19800.00000000,457134.00000000,False,False
C00605,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000008304139100→100000008603629100→100000004351795100→100000000437046100,19800.00000000,879319.00000000,False,False
C00606,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000008304139100→100000008603629100→100000007639767100→100000000437046100,19800.00000000,388623.00000000,False,False
C00607,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000008304139100→100000008603629100→100000008686313100→100000000437046100,19800.00000000,419794.00000000,False,False
C00608,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000008587459100→100000006866783100→100000004351795100→100000000437046100,19800.00000000,946211.00000000,True,False
C00609,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000008587459100→100000006866783100→100000004390333100→100000000437046100,19800.00000000,483558.00000000,True,False
C00610,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000008587459100→100000006866783100→100000007639767100→100000000437046100,19800.00000000,410825.00000000,True,False
C00611,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000008587459100→100000006866783100→100000008304139100→100000000437046100,19800.00000000,391374.00000000,True,False
C00612,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000008587459100→100000006866783100→100000008686313100→100000000437046100,19800.00000000,592188.00000000,True,False
C00613,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000008686313100→100000006866783100→100000004351795100→100000000437046100,19800.00000000,848721.00000000,True,False
C00614,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000008686313100→100000006866783100→100000004390333100→100000000437046100,19800.00000000,386068.00000000,True,False
C00615,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000008686313100→100000006866783100→100000007639767100→100000000437046100,19800.00000000,313335.00000000,True,False
C00616,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000008686313100→100000006866783100→100000008304139100→100000000437046100,19800.00000000,293884.00000000,True,False
C00617,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000008686313100→100000008477350100→100000007639767100→100000000437046100,16305.00000000,284322.00000000,False,False
C00618,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000008686313100→100000008477350100→100000008086440100→100000000437046100,19800.00000000,459250.00000000,False,False
C00619,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000008686313100→100000008603629100→100000004351795100→100000000437046100,19800.00000000,812135.00000000,False,True
C00620,6,cycle,100000000437046100→100000004070318100→100000004400305100→100000008686313100→100000008603629100→100000007639767100→100000000437046100,19800.00000000,321439.00000000,False,False
C00621,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000001660397100→100000008413748100→100000008304139100→100000000437046100,13000.00000000,263391.75000000,True,False
C00622,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000001660397100→100000008477350100→100000007639767100→100000000437046100,12000.00000000,272605.00000000,True,True
C00623,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000001660397100→100000008477350100→100000008086440100→100000000437046100,12000.00000000,447533.00000000,True,False
C00624,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000002306369100→100000008477350100→100000007639767100→100000000437046100,16305.00000000,349471.00000000,True,False
C00625,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000002306369100→100000008477350100→100000008086440100→100000000437046100,35000.00000000,524399.00000000,True,False
C00626,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000002306369100→100000008603629100→100000004351795100→100000000437046100,20900.00000000,833484.00000000,True,False
C00627,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000002306369100→100000008603629100→100000007639767100→100000000437046100,20900.00000000,342788.00000000,True,False
C00628,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000002306369100→100000008603629100→100000008686313100→100000000437046100,20900.00000000,373959.00000000,True,False
C00629,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000004351795100→100000003242289100→100000008304139100→100000000437046100,30000.00000000,413974.00000000,True,False
C00630,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000004351795100→100000008603629100→100000007639767100→100000000437046100,23722.00000000,392126.00000000,True,False
C00631,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000004351795100→100000008603629100→100000008686313100→100000000437046100,29200.00000000,423297.00000000,True,False
C00632,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000004390333100→100000008477350100→100000007639767100→100000000437046100,16305.00000000,327056.00000000,True,False
C00633,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000004390333100→100000008477350100→100000008086440100→100000000437046100,40000.00000000,501984.00000000,True,False
C00634,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000004390333100→100000008603629100→100000004351795100→100000000437046100,22418.00000000,845169.00000000,True,False
C00635,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000004390333100→100000008603629100→100000007639767100→100000000437046100,23722.00000000,354473.00000000,True,False
C00636,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000004390333100→100000008603629100→100000008686313100→100000000437046100,29200.00000000,385644.00000000,True,False
C00637,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000004847758100→100000008603629100→100000004351795100→100000000437046100,18775.00000000,800193.00000000,True,False
C00638,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000004847758100→100000008603629100→100000007639767100→100000000437046100,18775.00000000,309497.00000000,True,False
C00639,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000004847758100→100000008603629100→100000008686313100→100000000437046100,18775.00000000,340668.00000000,True,False
C00640,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000007639767100→100000004400305100→100000004390333100→100000000437046100,10000.00000000,326825.00000000,True,False
C00641,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000007639767100→100000004400305100→100000008304139100→100000000437046100,10000.00000000,284119.00000000,True,False
C00642,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000007639767100→100000004400305100→100000008686313100→100000000437046100,10000.00000000,319635.00000000,True,False
C00643,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000007639767100→100000008603629100→100000004351795100→100000000437046100,22418.00000000,860686.00000000,True,True
C00644,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000007639767100→100000008603629100→100000008686313100→100000000437046100,23018.00000000,401161.00000000,True,True
C00645,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000008304139100→100000008477350100→100000007639767100→100000000437046100,16305.00000000,324872.00000000,True,False
C00646,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000008304139100→100000008477350100→100000008086440100→100000000437046100,23567.00000000,499800.00000000,True,False
C00647,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000008304139100→100000008603629100→100000004351795100→100000000437046100,22418.00000000,921985.00000000,True,False
C00648,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000008304139100→100000008603629100→100000007639767100→100000000437046100,23567.00000000,431289.00000000,True,False
C00649,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000008304139100→100000008603629100→100000008686313100→100000000437046100,23567.00000000,462460.00000000,True,False
C00650,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000008443341100→100000008477350100→100000007639767100→100000000437046100,16305.00000000,282805.00000000,True,True
C00651,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000008443341100→100000008477350100→100000008086440100→100000000437046100,17000.00000000,457733.00000000,True,False
C00652,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000008686313100→100000008477350100→100000007639767100→100000000437046100,16305.00000000,492286.00000000,True,False
C00653,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000008686313100→100000008477350100→100000008086440100→100000000437046100,25800.00000000,667214.00000000,True,False
C00654,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000008686313100→100000008603629100→100000004351795100→100000000437046100,22418.00000000,1020099.00000000,True,True
C00655,6,cycle,100000000437046100→100000004070318100→100000006866783100→100000008686313100→100000008603629100→100000007639767100→100000000437046100,23722.00000000,529403.00000000,True,False
C00656,6,cycle,100000000437046100→100000004070318100→100000008346837100→100000004351795100→100000003242289100→100000008304139100→100000000437046100,29511.00000000,352140.00000000,False,False
C00657,6,cycle,100000000437046100→100000004070318100→100000008346837100→100000004351795100→100000008603629100→100000007639767100→100000000437046100,23722.00000000,330292.00000000,False,False
C00658,6,cycle,100000000437046100→100000004070318100→100000008346837100→100000004351795100→100000008603629100→100000008686313100→100000000437046100,29200.00000000,361463.00000000,False,False
C00659,6,cycle,100000000437046100→100000004070318100→100000008346837100→100000005048668100→100000008603629100→100000004351795100→100000000437046100,6500.00000000,785977.00000000,False,True
C00660,6,cycle,100000000437046100→100000004070318100→100000008346837100→100000005048668100→100000008603629100→100000007639767100→100000000437046100,6500.00000000,295281.00000000,False,True
C00661,6,cycle,100000000437046100→100000004070318100→100000008346837100→100000005048668100→100000008603629100→100000008686313100→100000000437046100,6500.00000000,326452.00000000,False,True
C00662,6,cycle,100000000437046100→100000004070318100→100000008346837100→100000005910114100→100000002957787100→100000008632060100→100000000437046100,6000.00000000,361424.00000000,False,False
C00663,6,cycle,100000000437046100→100000004070318100→100000008346837100→100000005910114100→100000006866783100→100000004351795100→100000000437046100,60059.00000000,1092184.00000000,True,False
C00664,6,cycle,100000000437046100→100000004070318100→100000008346837100→100000005910114100→100000006866783100→100000004390333100→100000000437046100,45751.00000000,629531.00000000,True,False
C00665,6,cycle,100000000437046100→100000004070318100→100000008346837100→100000005910114100→100000006866783100→100000007639767100→100000000437046100,23018.00000000,556798.00000000,True,True
C00666,6,cycle,100000000437046100→100000004070318100→100000008346837100→100000005910114100→100000006866783100→100000008304139100→100000000437046100,23567.00000000,537347.00000000,True,False
C00667,6,cycle,100000000437046100→100000004070318100→100000008346837100→100000005910114100→100000006866783100→100000008686313100→100000000437046100,29200.00000000,738161.00000000,True,True
C00668,6,cycle,100000000437046100→100000004070318100→100000008346837100→100000005910114100→100000008603629100→100000004351795100→100000000437046100,22418.00000000,1039110.00000000,False,True
C00669,6,cycle,100000000437046100→100000004070318100→100000008346837100→100000005910114100→100000008603629100→100000007639767100→100000000437046100,23722.00000000,548414.00000000,False,True
C00670,6,cycle,100000000437046100→100000004070318100→100000008346837100→100000005910114100→100000008603629100→100000008686313100→100000000437046100,29200.00000000,579585.00000000,False,True
C00671,6,cycle,100000000437046100→100000004070318100→100000008477350100→100000003968044100→100000008603629100→100000004351795100→100000000437046100,22418.00000000,815418.00000000,False,False
C00672,6,cycle,100000000437046100→100000004070318100→100000008477350100→100000003968044100→100000008603629100→100000007639767100→100000000437046100,23722.00000000,324722.00000000,False,False
C00673,6,cycle,100000000437046100→100000004070318100→100000008477350100→100000003968044100→100000008603629100→100000008686313100→100000000437046100,25000.00000000,355893.00000000,False,False
C00674,6,cycle,100000000437046100→100000004070318100→100000008477350100→100000005910114100→100000002957787100→100000008632060100→100000000437046100,6000.00000000,375323.00000000,False,False
C00675,6,cycle,100000000437046100→100000004070318100→100000008477350100→100000005910114100→100000006866783100→100000004351795100→100000000437046100,25000.00000000,1106083.00000000,True,False
C00676,6,cycle,100000000437046100→100000004070318100→100000008477350100→100000005910114100→100000006866783100→100000004390333100→100000000437046100,25000.00000000,643430.00000000,True,False
C00677,6,cycle,100000000437046100→100000004070318100→100000008477350100→100000005910114100→100000006866783100→100000007639767100→100000000437046100,23018.00000000,570697.00000000,True,False
C00678,6,cycle,100000000437046100→100000004070318100→100000008477350100→100000005910114100→100000006866783100→100000008304139100→100000000437046100,23567.00000000,551246.00000000,True,False
C00679,6,cycle,100000000437046100→100000004070318100→100000008477350100→100000005910114100→100000006866783100→100000008686313100→100000000437046100,25000.00000000,752060.00000000,True,False
C00680,6,cycle,100000000437046100→100000004070318100→100000008477350100→100000005910114100→100000008603629100→100000004351795100→100000000437046100,22418.00000000,1053009.00000000,False,False
C00681,6,cycle,100000000437046100→100000004070318100→100000008477350100→100000005910114100→100000008603629100→100000007639767100→100000000437046100,23722.00000000,562313.00000000,False,False
C00682,6,cycle,100000000437046100→100000004070318100→100000008477350100→100000005910114100→100000008603629100→100000008686313100→100000000437046100,25000.00000000,593484.00000000,False,False
C00683,6,cycle,100000000437046100→100000004070318100→100000008477350100→100000007593823100→100000008346837100→100000004351795100→100000000437046100,5800.00000000,702311.00000000,False,False
C00684,6,cycle,100000000437046100→100000004070318100→100000008477350100→100000007639767100→100000004400305100→100000004390333100→100000000437046100,10000.00000000,260112.00000000,False,False
C00685,6,cycle,100000000437046100→100000004070318100→100000008477350100→100000007639767100→100000004400305100→100000008304139100→100000000437046100,10000.00000000,217406.00000000,False,False
C00686,6,cycle,100000000437046100→100000004070318100→100000008477350100→100000007639767100→100000004400305100→100000008686313100→100000000437046100,10000.00000000,252922.00000000,False,False
C00687,6,cycle,100000000437046100→100000004070318100→100000008477350100→100000007639767100→100000006866783100→100000004351795100→100000000437046100,10000.00000000,749709.00000000,True,False
C00688,6,cycle,100000000437046100→100000004070318100→100000008477350100→100000007639767100→100000006866783100→100000004390333100→100000000437046100,10000.00000000,287056.00000000,True,False
C00689,6,cycle,100000000437046100→100000004070318100→100000008477350100→100000007639767100→100000006866783100→100000008304139100→100000000437046100,10000.00000000,194872.00000000,True,False
C00690,6,cycle,100000000437046100→100000004070318100→100000008477350100→100000007639767100→100000006866783100→100000008686313100→100000000437046100,10000.00000000,395686.00000000,True,False
C00691,6,cycle,100000000437046100→100000004070318100→100000008477350100→100000007639767100→100000008603629100→100000004351795100→100000000437046100,16305.00000000,793973.00000000,False,True
C00692,6,cycle,100000000437046100→100000004070318100→100000008477350100→100000007639767100→100000008603629100→100000008686313100→100000000437046100,16305.00000000,334448.00000000,False,True
C00693,6,cycle,100000000437046100→100000004070318100→100000008477350100→100000008086440100→100000008603629100→100000004351795100→100000000437046100,22418.00000000,943051.00000000,False,True
C00694,6,cycle,100000000437046100→100000004070318100→100000008477350100→100000008086440100→100000008603629100→100000007639767100→100000000437046100,23722.00000000,452355.00000000,False,True
C00695,6,cycle,100000000437046100→100000004070318100→100000008477350100→100000008086440100→100000008603629100→100000008686313100→100000000437046100,25000.00000000,483526.00000000,False,True
C00696,6,cycle,100000000437046100→100000004070318100→100000008603629100→100000001609499100→100000006866783100→100000004351795100→100000000437046100,11000.00000000,788186.00000000,True,False
C00697,6,cycle,100000000437046100→100000004070318100→100000008603629100→100000001609499100→100000006866783100→100000004390333100→100000000437046100,11000.00000000,325533.00000000,True,False
C00698,6,cycle,100000000437046100→100000004070318100→100000008603629100→100000001609499100→100000006866783100→100000007639767100→100000000437046100,11000.00000000,252800.00000000,True,False
C00699,6,cycle,100000000437046100→100000004070318100→100000008603629100→100000001609499100→100000006866783100→100000008304139100→100000000437046100,11000.00000000,233349.00000000,True,False
C00700,6,cycle,100000000437046100→100000004070318100→100000008603629100→100000001609499100→100000006866783100→100000008686313100→100000000437046100,11000.00000000,434163.00000000,True,False
C00701,6,cycle,100000000437046100→100000004070318100→100000008603629100→100000001660397100→100000006866783100→100000004351795100→100000000437046100,23126.00000000,774830.00000000,True,False
C00702,6,cycle,100000000437046100→100000004070318100→100000008603629100→100000001660397100→100000006866783100→100000004390333100→100000000437046100,23126.00000000,312177.00000000,True,False
